Country,date,Highest_infected_population,Population,Total_cases_percentage
Russia,2021-05-02,4768476,145934460,3.27
Russia,2021-05-03,4776844,145934460,3.27
Jordan,2021-02-06,333855,10203140,3.27
Kuwait,2020-11-21,139734,4270563,3.27
Moldova,2020-12-17,131919,4033963,3.27
Netherlands,2020-12-05,559716,17134873,3.27
Azerbaijan,2021-05-19,331040,10139175,3.27
Azerbaijan,2021-05-20,331477,10139175,3.27
Azerbaijan,2021-05-21,331883,10139175,3.27
Belarus,2021-03-20,309293,9449321,3.27
Chile,2021-01-06,625483,19116209,3.27
"Costa Rica",2020-12-29,166799,5094114,3.27
Cyprus,2021-01-15,28609,875899,3.27
Greece,2021-04-28,340493,10423056,3.27
Bulgaria,2021-02-10,226974,6948445,3.27
Canada,2021-05-01,1234912,37742157,3.27
Estonia,2021-01-29,43343,1326539,3.27
France,2020-11-24,2207751,67564251,3.27
Chile,2021-01-05,623101,19116209,3.26
Albania,2021-02-15,93850,2877800,3.26
Argentina,2020-12-09,1475222,45195777,3.26
Austria,2020-12-03,293430,9006400,3.26
Azerbaijan,2021-05-17,330269,10139175,3.26
Azerbaijan,2021-05-18,330701,10139175,3.26
Bahrain,2020-09-06,55415,1701583,3.26
Belarus,2021-03-19,307938,9449321,3.26
Bolivia,2021-06-03,380457,11673029,3.26
"Bosnia and Herzegovina",2020-12-22,106986,3280815,3.26
Brazil,2020-12-14,6927145,212559409,3.26
Denmark,2021-01-16,188878,5792203,3.26
Turkey,2021-03-04,2746158,84339067,3.26
Spain,2020-11-18,1525341,46754783,3.26
"North Macedonia",2020-12-06,67968,2083380,3.26
Oman,2021-04-07,166685,5106622,3.26
Hungary,2020-12-26,315362,9660350,3.26
Iran,2021-05-15,2739875,83992953,3.26
Israel,2020-10-07,282340,8655541,3.26
Malta,2021-01-10,14396,441539,3.26
Palestine,2021-02-12,166200,5101416,3.26
Portugal,2020-12-09,332073,10196707,3.26
Romania,2020-12-30,627941,19237682,3.26
Russia,2021-04-30,4750755,145934460,3.26
Russia,2021-05-01,4759902,145934460,3.26
Jordan,2021-02-05,332990,10203140,3.26
Kosovo,2021-02-10,63089,1932774,3.26
Kosovo,2021-02-11,63089,1932774,3.26
Kuwait,2020-11-20,139308,4270563,3.26
Lebanon,2021-01-11,222391,6825442,3.26
Jordan,2021-02-04,331768,10203140,3.25
Kuwait,2020-11-19,138822,4270563,3.25
Latvia,2021-01-25,61231,1886202,3.25
Luxembourg,2020-11-04,20344,625976,3.25
Hungary,2020-12-25,314164,9660350,3.25
Iran,2021-05-14,2732152,83992953,3.25
Italy,2020-12-21,1964054,60461828,3.25
Russia,2021-04-29,4742142,145934460,3.25
Panama,2020-11-09,140331,4314768,3.25
Paraguay,2021-04-09,232142,7132530,3.25
Peru,2021-01-20,1073214,32971846,3.25
Peru,2021-01-21,1073214,32971846,3.25
Qatar,2020-06-27,93663,2881060,3.25
Denmark,2021-01-15,187998,5792203,3.25
Argentina,2020-12-08,1469919,45195777,3.25
France,2020-11-22,2192768,67564251,3.25
France,2020-11-23,2197830,67564251,3.25
Chile,2021-01-04,620641,19116209,3.25
Colombia,2021-01-01,1654880,50882884,3.25
"Costa Rica",2020-12-28,165762,5094114,3.25
Brazil,2020-12-13,6901952,212559409,3.25
Bulgaria,2021-02-09,226061,6948445,3.25
Canada,2021-04-30,1228367,37742157,3.25
Azerbaijan,2021-05-15,329371,10139175,3.25
Azerbaijan,2021-05-16,329843,10139175,3.25
Germany,2021-03-24,2722988,83783945,3.25
Ukraine,2021-03-04,1422927,43733759,3.25
Turkey,2021-03-03,2734836,84339067,3.24
"United Arab Emirates",2021-02-05,320126,9890400,3.24
Switzerland,2020-11-18,280648,8654618,3.24
Palestine,2021-02-11,165535,5101416,3.24
Poland,2020-12-23,1226883,37846605,3.24
Romania,2020-12-29,623066,19237682,3.24
Maldives,2021-02-12,17507,540542,3.24
Oman,2021-04-06,165480,5106622,3.24
Jordan,2021-02-03,330474,10203140,3.24
Kosovo,2021-02-08,62548,1932774,3.24
Kosovo,2021-02-09,62548,1932774,3.24
Kuwait,2020-11-18,138337,4270563,3.24
Russia,2021-04-27,4725252,145934460,3.24
Russia,2021-04-28,4732981,145934460,3.24
Iran,2021-05-13,2722007,83992953,3.24
Greece,2021-04-27,337723,10423056,3.24
Argentina,2020-12-06,1463110,45195777,3.24
Argentina,2020-12-07,1466309,45195777,3.24
Azerbaijan,2021-05-12,328159,10139175,3.24
Azerbaijan,2021-05-13,328668,10139175,3.24
Azerbaijan,2021-05-14,328994,10139175,3.24
Belarus,2021-03-18,306524,9449321,3.24
Belize,2021-06-07,12899,397621,3.24
Bolivia,2021-06-02,378028,11673029,3.24
"Bosnia and Herzegovina",2020-12-21,106222,3280815,3.24
Brazil,2020-12-12,6880127,212559409,3.24
Bulgaria,2021-02-08,224849,6948445,3.24
"Cape Verde",2021-04-06,18023,555988,3.24
Canada,2021-04-29,1220108,37742157,3.23
"Cape Verde",2021-04-05,17939,555988,3.23
France,2020-11-21,2179638,67564251,3.23
Azerbaijan,2021-05-10,327087,10139175,3.23
Azerbaijan,2021-05-11,327601,10139175,3.23
Belarus,2021-03-17,305270,9449321,3.23
Belize,2021-06-02,12833,397621,3.23
Belize,2021-06-03,12840,397621,3.23
Belize,2021-06-04,12861,397621,3.23
Belize,2021-06-05,12861,397621,3.23
Belize,2021-06-06,12861,397621,3.23
Chile,2021-01-03,618191,19116209,3.23
Colombia,2020-12-31,1642775,50882884,3.23
Albania,2021-02-14,93075,2877800,3.23
Argentina,2020-12-05,1459832,45195777,3.23
Spain,2020-11-17,1510023,46754783,3.23
Turkey,2021-03-02,2723316,84339067,3.23
Ukraine,2021-03-03,1412748,43733759,3.23
"United Kingdom",2020-12-24,2195148,67886004,3.23
Serbia,2020-12-06,219652,6804596,3.23
Seychelles,2021-03-12,3173,98340,3.23
Seychelles,2021-03-13,3173,98340,3.23
Slovenia,2020-11-24,67080,2078932,3.23
Hungary,2020-12-24,311554,9660350,3.23
Italy,2020-12-20,1953185,60461828,3.23
Netherlands,2020-12-04,553040,17134873,3.23
"North Macedonia",2020-12-05,67311,2083380,3.23
Palestine,2021-02-10,164736,5101416,3.23
Panama,2020-11-08,139527,4314768,3.23
Liechtenstein,2020-11-27,1231,38137,3.23
Russia,2021-04-25,4708640,145934460,3.23
Russia,2021-04-26,4717321,145934460,3.23
Moldova,2020-12-16,130329,4033963,3.23
Jordan,2021-02-02,329194,10203140,3.23
Kuwait,2020-11-17,137885,4270563,3.23
Latvia,2021-01-24,61008,1886202,3.23
Jordan,2021-02-01,328062,10203140,3.22
Kuwait,2020-11-16,137329,4270563,3.22
Paraguay,2021-04-08,229595,7132530,3.22
Peru,2021-01-17,1060567,32971846,3.22
Peru,2021-01-18,1060567,32971846,3.22
Peru,2021-01-19,1060567,32971846,3.22
Portugal,2020-12-08,327976,10196707,3.22
Qatar,2020-06-26,92784,2881060,3.22
Iran,2021-05-12,2707761,83992953,3.22
Ireland,2021-01-13,159144,4937796,3.22
Oman,2021-04-05,164274,5106622,3.22
Monaco,2021-01-20,1262,39244,3.22
Maldives,2021-02-11,17387,540542,3.22
Malta,2021-01-09,14212,441539,3.22
Russia,2021-04-24,4699988,145934460,3.22
Argentina,2020-12-04,1454631,45195777,3.22
Brazil,2020-12-11,6836227,212559409,3.22
Bulgaria,2021-02-06,223552,6948445,3.22
Bulgaria,2021-02-07,223734,6948445,3.22
Germany,2021-03-23,2699231,83783945,3.22
Chile,2021-01-02,615902,19116209,3.22
Estonia,2021-01-28,42656,1326539,3.22
Azerbaijan,2021-05-08,326056,10139175,3.22
Azerbaijan,2021-05-09,326716,10139175,3.22
Bahrain,2020-09-05,54771,1701583,3.22
Belarus,2021-03-16,304146,9449321,3.22
Belize,2021-05-26,12784,397621,3.22
Belize,2021-05-27,12789,397621,3.22
Belize,2021-05-28,12791,397621,3.22
Belize,2021-05-29,12791,397621,3.22
Belize,2021-05-30,12791,397621,3.22
Belize,2021-05-31,12809,397621,3.22
Belize,2021-06-01,12819,397621,3.22
"Bosnia and Herzegovina",2020-12-19,105524,3280815,3.22
"Bosnia and Herzegovina",2020-12-20,105524,3280815,3.22
Turkey,2021-03-01,2711479,84339067,3.22
"United States",2020-11-12,10660154,331002647,3.22
Ukraine,2021-03-02,1405394,43733759,3.21
Uruguay,2021-04-02,111568,3473727,3.21
Vatican,2020-10-15,26,809,3.21
Vatican,2020-10-16,26,809,3.21
Russia,2021-04-22,4682573,145934460,3.21
Russia,2021-04-23,4691290,145934460,3.21
Israel,2020-10-06,278175,8655541,3.21
Italy,2020-12-19,1938083,60461828,3.21
Latvia,2021-01-23,60496,1886202,3.21
Lebanon,2021-01-10,219296,6825442,3.21
Palestine,2021-02-09,163975,5101416,3.21
Panama,2020-11-07,138506,4314768,3.21
Poland,2020-12-22,1214525,37846605,3.21
Romania,2020-12-28,618429,19237682,3.21
Azerbaijan,2021-05-07,325407,10139175,3.21
Belarus,2021-03-15,303270,9449321,3.21
Belize,2021-05-18,12745,397621,3.21
Belize,2021-05-19,12753,397621,3.21
Belize,2021-05-20,12761,397621,3.21
Belize,2021-05-21,12764,397621,3.21
Belize,2021-05-22,12764,397621,3.21
Belize,2021-05-23,12764,397621,3.21
Belize,2021-05-24,12764,397621,3.21
Belize,2021-05-25,12777,397621,3.21
Bolivia,2021-06-01,374718,11673029,3.21
Bulgaria,2021-02-05,223059,6948445,3.21
Canada,2021-04-28,1210918,37742157,3.21
"Cape Verde",2021-04-03,17821,555988,3.21
"Cape Verde",2021-04-04,17871,555988,3.21
Cyprus,2021-01-13,28124,875899,3.21
Cyprus,2021-01-14,28124,875899,3.21
Denmark,2021-01-13,185835,5792203,3.21
Denmark,2021-01-14,185836,5792203,3.21
Austria,2020-12-02,289461,9006400,3.21
Georgia,2020-11-28,127942,3989175,3.21
Greece,2021-04-26,334436,10423056,3.21
Germany,2021-03-22,2678262,83783945,3.20
Greece,2021-04-25,333129,10423056,3.20
Azerbaijan,2021-05-06,324685,10139175,3.20
Belarus,2021-03-14,302323,9449321,3.20
Belize,2021-05-11,12704,397621,3.20
Belize,2021-05-12,12707,397621,3.20
Belize,2021-05-13,12709,397621,3.20
Belize,2021-05-14,12714,397621,3.20
Belize,2021-05-15,12714,397621,3.20
Belize,2021-05-16,12714,397621,3.20
Belize,2021-05-17,12742,397621,3.20
"Bosnia and Herzegovina",2020-12-18,104881,3280815,3.20
Bulgaria,2021-02-04,222149,6948445,3.20
France,2020-11-20,2161968,67564251,3.20
Albania,2021-02-13,91987,2877800,3.20
Argentina,2020-12-03,1447732,45195777,3.20
Armenia,2020-11-03,94776,2963234,3.20
Chile,2021-01-01,612564,19116209,3.20
Colombia,2020-12-30,1626461,50882884,3.20
"Costa Rica",2020-12-24,162990,5094114,3.20
"Costa Rica",2020-12-25,162990,5094114,3.20
"Costa Rica",2020-12-26,162990,5094114,3.20
"Costa Rica",2020-12-27,162990,5094114,3.20
Croatia,2020-12-01,131342,4105268,3.20
Spain,2020-11-16,1496864,46754783,3.20
Turkey,2021-02-28,2701588,84339067,3.20
Ukraine,2021-03-01,1399934,43733759,3.20
"United Arab Emirates",2021-02-04,316875,9890400,3.20
Palestine,2021-02-08,163213,5101416,3.20
Peru,2021-01-15,1056023,32971846,3.20
Peru,2021-01-16,1056023,32971846,3.20
Romania,2020-12-27,615809,19237682,3.20
Jordan,2021-01-31,326855,10203140,3.20
Kuwait,2020-11-15,136840,4270563,3.20
Russia,2021-04-20,4665553,145934460,3.20
Russia,2021-04-21,4673699,145934460,3.20
Iran,2021-05-11,2691352,83992953,3.20
Lithuania,2020-12-11,87066,2722291,3.20
Oman,2021-04-04,163157,5106622,3.20
Netherlands,2020-12-03,546982,17134873,3.19
Russia,2021-04-18,4649044,145934460,3.19
Russia,2021-04-19,4657509,145934460,3.19
Palestine,2021-02-07,162601,5101416,3.19
Panama,2020-11-06,137760,4314768,3.19
Poland,2020-12-21,1207333,37846605,3.19
Portugal,2020-12-07,325071,10196707,3.19
Qatar,2020-06-25,91838,2881060,3.19
Romania,2020-12-26,613760,19237682,3.19
Jordan,2021-01-29,325033,10203140,3.19
Jordan,2021-01-30,325674,10203140,3.19
Kosovo,2021-02-05,61688,1932774,3.19
Kosovo,2021-02-06,61688,1932774,3.19
Kosovo,2021-02-07,61688,1932774,3.19
Kuwait,2020-11-14,136341,4270563,3.19
Hungary,2020-12-23,308262,9660350,3.19
Moldova,2020-12-15,128656,4033963,3.19
Chile,2020-12-31,608973,19116209,3.19
Azerbaijan,2021-05-05,323841,10139175,3.19
Belarus,2021-03-13,301328,9449321,3.19
Belize,2021-04-30,12668,397621,3.19
Belize,2021-05-01,12668,397621,3.19
Belize,2021-05-02,12668,397621,3.19
Belize,2021-05-03,12674,397621,3.19
Belize,2021-05-04,12675,397621,3.19
Belize,2021-05-05,12680,397621,3.19
Belize,2021-05-06,12682,397621,3.19
Belize,2021-05-07,12686,397621,3.19
Belize,2021-05-08,12686,397621,3.19
Belize,2021-05-09,12686,397621,3.19
Belize,2021-05-10,12700,397621,3.19
Cyprus,2021-01-12,27897,875899,3.19
Czechia,2020-11-01,341644,10708982,3.19
Germany,2021-03-20,2669233,83783945,3.19
Germany,2021-03-21,2670001,83783945,3.19
Argentina,2020-12-02,1440103,45195777,3.19
Brazil,2020-12-10,6781799,212559409,3.19
Canada,2021-04-27,1202672,37742157,3.19
"Cape Verde",2021-04-02,17717,555988,3.19
Turkey,2021-02-27,2693164,84339067,3.19
Ukraine,2021-02-28,1395528,43733759,3.19
Turkey,2021-02-26,2683971,84339067,3.18
Ukraine,2021-02-27,1389570,43733759,3.18
"United Kingdom",2020-12-23,2155999,67886004,3.18
Seychelles,2021-03-11,3132,98340,3.18
Montenegro,2020-11-03,19977,628062,3.18
Palestine,2021-02-06,162029,5101416,3.18
Paraguay,2021-04-07,227116,7132530,3.18
Poland,2020-12-20,1202700,37846605,3.18
Romania,2020-12-25,612373,19237682,3.18
"North Macedonia",2020-12-04,66330,2083380,3.18
Russia,2021-04-17,4640537,145934460,3.18
Iran,2021-05-10,2673219,83992953,3.18
Italy,2020-12-18,1921778,60461828,3.18
Maldives,2021-02-10,17201,540542,3.18
Jordan,2021-01-28,324169,10203140,3.18
Kosovo,2021-02-04,61404,1932774,3.18
Kuwait,2020-11-13,135650,4270563,3.18
Bulgaria,2021-02-03,221266,6948445,3.18
Denmark,2021-01-12,184476,5792203,3.18
Chile,2020-12-30,606950,19116209,3.18
"Costa Rica",2020-12-23,161942,5094114,3.18
Azerbaijan,2021-05-04,322761,10139175,3.18
Bahrain,2020-09-04,54095,1701583,3.18
Belarus,2021-03-12,300146,9449321,3.18
Belgium,2020-10-28,368337,11589616,3.18
Belize,2021-04-27,12631,397621,3.18
Belize,2021-04-28,12639,397621,3.18
Belize,2021-04-29,12646,397621,3.18
Bolivia,2021-05-31,371279,11673029,3.18
Greece,2021-04-24,331730,10423056,3.18
Germany,2021-03-19,2654734,83783945,3.17
Colombia,2020-12-29,1614822,50882884,3.17
Brazil,2020-12-09,6728452,212559409,3.17
Bulgaria,2021-02-02,220547,6948445,3.17
Canada,2021-04-26,1195827,37742157,3.17
Denmark,2021-01-11,183400,5792203,3.17
Azerbaijan,2021-05-02,321380,10139175,3.17
Azerbaijan,2021-05-03,321798,10139175,3.17
Belize,2021-04-21,12585,397621,3.17
Belize,2021-04-22,12596,397621,3.17
Belize,2021-04-23,12599,397621,3.17
Belize,2021-04-24,12599,397621,3.17
Belize,2021-04-25,12599,397621,3.17
Belize,2021-04-26,12624,397621,3.17
"Bosnia and Herzegovina",2020-12-17,104087,3280815,3.17
Argentina,2020-12-01,1432570,45195777,3.17
Austria,2020-12-01,285489,9006400,3.17
France,2020-11-19,2138704,67564251,3.17
Slovakia,2020-12-30,173228,5459643,3.17
Turkey,2021-02-25,2674766,84339067,3.17
"United Arab Emirates",2021-02-03,313626,9890400,3.17
"United States",2020-11-11,10495404,331002647,3.17
Sweden,2020-12-11,320098,10099270,3.17
Sweden,2020-12-12,320098,10099270,3.17
Sweden,2020-12-13,320098,10099270,3.17
Sweden,2020-12-14,320098,10099270,3.17
Switzerland,2020-11-17,274534,8654618,3.17
Jordan,2021-01-27,323111,10203140,3.17
Palestine,2021-02-05,161559,5101416,3.17
Panama,2020-11-05,136567,4314768,3.17
Liechtenstein,2020-11-26,1208,38137,3.17
Russia,2021-04-15,4622464,145934460,3.17
Russia,2021-04-16,4631336,145934460,3.17
Hungary,2020-12-22,306368,9660350,3.17
Hungary,2020-12-21,305130,9660350,3.16
Iran,2021-05-09,2654811,83992953,3.16
Israel,2020-10-05,273451,8655541,3.16
Jordan,2021-01-26,322241,10203140,3.16
Kosovo,2021-02-03,61086,1932774,3.16
Kuwait,2020-11-12,134932,4270563,3.16
Latvia,2021-01-22,59586,1886202,3.16
Lebanon,2021-01-09,215553,6825442,3.16
Monaco,2021-01-19,1240,39244,3.16
Netherlands,2020-12-02,541238,17134873,3.16
Russia,2021-04-13,4605444,145934460,3.16
Russia,2021-04-14,4613646,145934460,3.16
Palestine,2021-02-04,161087,5101416,3.16
Poland,2020-12-19,1194110,37846605,3.16
Portugal,2020-12-06,322474,10196707,3.16
Romania,2020-12-24,608561,19237682,3.16
Maldives,2021-02-09,17101,540542,3.16
Malta,2021-01-08,13967,441539,3.16
Estonia,2021-01-27,41966,1326539,3.16
Bulgaria,2021-02-01,219580,6948445,3.16
"Cape Verde",2021-04-01,17587,555988,3.16
Greece,2021-04-23,329134,10423056,3.16
Chile,2020-12-29,603986,19116209,3.16
"Costa Rica",2020-12-22,160804,5094114,3.16
Albania,2021-02-12,90835,2877800,3.16
Cyprus,2021-01-11,27638,875899,3.16
Azerbaijan,2021-05-01,320322,10139175,3.16
Belarus,2021-03-10,298123,9449321,3.16
Belarus,2021-03-11,298960,9449321,3.16
Belize,2021-04-19,12558,397621,3.16
Belize,2021-04-20,12568,397621,3.16
Bolivia,2021-05-30,368474,11673029,3.16
Slovenia,2020-11-23,65778,2078932,3.16
Turkey,2021-02-24,2665194,84339067,3.16
Ukraine,2021-02-26,1381273,43733759,3.16
Turkey,2021-02-23,2655633,84339067,3.15
Moldova,2020-12-14,127253,4033963,3.15
Ireland,2021-01-12,155591,4937796,3.15
Italy,2020-12-17,1906377,60461828,3.15
Jordan,2021-01-25,321298,10203140,3.15
Panama,2020-11-04,136024,4314768,3.15
Paraguay,2021-04-06,224736,7132530,3.15
Peru,2021-01-12,1037350,32971846,3.15
Peru,2021-01-13,1040231,32971846,3.15
Peru,2021-01-14,1040231,32971846,3.15
Qatar,2020-06-24,90778,2881060,3.15
Russia,2021-04-12,4597400,145934460,3.15
Azerbaijan,2021-04-30,319109,10139175,3.15
Belarus,2021-03-09,297514,9449321,3.15
Belize,2021-04-13,12513,397621,3.15
Belize,2021-04-14,12522,397621,3.15
Belize,2021-04-15,12529,397621,3.15
Belize,2021-04-16,12538,397621,3.15
Belize,2021-04-17,12538,397621,3.15
Belize,2021-04-18,12538,397621,3.15
"Bosnia and Herzegovina",2020-12-16,103232,3280815,3.15
Germany,2021-03-18,2639258,83783945,3.15
Bulgaria,2021-01-30,218618,6948445,3.15
Bulgaria,2021-01-31,218748,6948445,3.15
Canada,2021-04-25,1186991,37742157,3.15
Chile,2020-12-28,602028,19116209,3.15
Colombia,2020-12-28,1603807,50882884,3.15
Argentina,2020-11-30,1424533,45195777,3.15
Armenia,2020-11-02,93448,2963234,3.15
Argentina,2020-11-29,1418807,45195777,3.14
Austria,2020-11-30,282456,9006400,3.14
Azerbaijan,2021-04-29,317913,10139175,3.14
Bahrain,2020-09-03,53433,1701583,3.14
Belarus,2021-03-08,296441,9449321,3.14
Belize,2021-04-06,12477,397621,3.14
Belize,2021-04-07,12485,397621,3.14
Belize,2021-04-08,12485,397621,3.14
Belize,2021-04-09,12485,397621,3.14
Belize,2021-04-10,12485,397621,3.14
Belize,2021-04-11,12485,397621,3.14
Belize,2021-04-12,12503,397621,3.14
Bolivia,2021-05-29,366714,11673029,3.14
Chile,2020-12-27,600105,19116209,3.14
"Costa Rica",2020-12-21,159893,5094114,3.14
Denmark,2021-01-10,182161,5792203,3.14
Brazil,2020-12-08,6674999,212559409,3.14
Bulgaria,2021-01-29,218269,6948445,3.14
"Cape Verde",2021-03-31,17470,555988,3.14
Turkey,2021-02-22,2646526,84339067,3.14
Ukraine,2021-02-25,1373139,43733759,3.14
Serbia,2020-12-05,213843,6804596,3.14
Slovenia,2020-11-22,65308,2078932,3.14
Russia,2021-04-10,4580633,145934460,3.14
Russia,2021-04-11,4589209,145934460,3.14
Hungary,2020-12-20,302989,9660350,3.14
Iran,2021-05-08,2640670,83992953,3.14
Luxembourg,2020-11-03,19634,625976,3.14
Moldova,2020-12-13,126518,4033963,3.14
Palestine,2021-02-02,159956,5101416,3.14
Palestine,2021-02-03,160426,5101416,3.14
Panama,2020-11-03,135592,4314768,3.14
Peru,2021-01-11,1035184,32971846,3.14
Romania,2020-12-23,604251,19237682,3.14
Jordan,2021-01-24,320453,10203140,3.14
Kuwait,2020-11-11,134159,4270563,3.14
Jordan,2021-01-22,318911,10203140,3.13
Jordan,2021-01-23,319519,10203140,3.13
Maldives,2021-02-08,16909,540542,3.13
Russia,2021-04-08,4563026,145934460,3.13
Russia,2021-04-09,4572053,145934460,3.13
Iran,2021-05-07,2627094,83992953,3.13
Palestine,2021-02-01,159443,5101416,3.13
Panama,2020-11-02,134915,4314768,3.13
Poland,2020-12-18,1182864,37846605,3.13
Netherlands,2020-12-01,536129,17134873,3.13
"North Macedonia",2020-12-03,65231,2083380,3.13
Oman,2021-04-01,160018,5106622,3.13
Oman,2021-04-02,160018,5106622,3.13
Oman,2021-04-03,160018,5106622,3.13
Bulgaria,2021-01-28,217574,6948445,3.13
Canada,2021-04-24,1180065,37742157,3.13
Argentina,2020-11-28,1413375,45195777,3.13
France,2020-11-18,2117968,67564251,3.13
Greece,2021-04-22,326395,10423056,3.13
Czechia,2020-10-31,335102,10708982,3.13
Belarus,2021-03-07,295511,9449321,3.13
Belize,2021-03-31,12456,397621,3.13
Belize,2021-04-01,12456,397621,3.13
Belize,2021-04-02,12456,397621,3.13
Belize,2021-04-03,12456,397621,3.13
Belize,2021-04-04,12456,397621,3.13
Belize,2021-04-05,12456,397621,3.13
Chile,2020-12-26,598394,19116209,3.13
Colombia,2020-12-27,1594497,50882884,3.13
Croatia,2020-11-30,128442,4105268,3.13
Turkey,2021-02-21,2638422,84339067,3.13
"United Arab Emirates",2021-02-02,309649,9890400,3.13
"United States",2020-11-10,10348654,331002647,3.13
Turkey,2021-02-20,2631876,84339067,3.12
Ukraine,2021-02-24,1364861,43733759,3.12
"United Kingdom",2020-12-22,2116612,67886004,3.12
Spain,2020-11-13,1458591,46754783,3.12
Spain,2020-11-14,1458591,46754783,3.12
Spain,2020-11-15,1458591,46754783,3.12
Switzerland,2020-11-16,269974,8654618,3.12
Slovakia,2020-12-29,170187,5459643,3.12
Oman,2021-03-31,159218,5106622,3.12
Russia,2021-04-06,4546307,145934460,3.12
Russia,2021-04-07,4554481,145934460,3.12
Jordan,2021-01-21,318181,10203140,3.12
Kosovo,2021-01-31,60218,1932774,3.12
Kosovo,2021-02-01,60218,1932774,3.12
Kosovo,2021-02-02,60218,1932774,3.12
Kuwait,2020-11-10,133381,4270563,3.12
Malta,2021-01-07,13776,441539,3.12
Palestine,2021-01-31,158962,5101416,3.12
Paraguay,2021-04-05,222663,7132530,3.12
Portugal,2020-12-05,318640,10196707,3.12
Italy,2020-12-16,1888144,60461828,3.12
Moldova,2020-12-12,125723,4033963,3.12
Chile,2020-12-25,595831,19116209,3.12
Estonia,2021-01-26,41330,1326539,3.12
Brazil,2020-12-07,6623911,212559409,3.12
Bulgaria,2021-01-27,217014,6948445,3.12
Albania,2021-02-11,89776,2877800,3.12
Azerbaijan,2021-04-28,316521,10139175,3.12
Belarus,2021-03-06,294432,9449321,3.12
Belize,2021-03-16,12389,397621,3.12
Belize,2021-03-17,12396,397621,3.12
Belize,2021-03-18,12399,397621,3.12
Belize,2021-03-19,12400,397621,3.12
Belize,2021-03-20,12400,397621,3.12
Belize,2021-03-21,12400,397621,3.12
Belize,2021-03-22,12407,397621,3.12
Belize,2021-03-23,12410,397621,3.12
Belize,2021-03-24,12410,397621,3.12
Belize,2021-03-25,12411,397621,3.12
Belize,2021-03-26,12415,397621,3.12
Belize,2021-03-27,12415,397621,3.12
Belize,2021-03-28,12415,397621,3.12
Belize,2021-03-29,12415,397621,3.12
Belize,2021-03-30,12415,397621,3.12
Bolivia,2021-05-28,364570,11673029,3.12
"Bosnia and Herzegovina",2020-12-15,102330,3280815,3.12
Germany,2021-03-17,2610769,83783945,3.12
Cyprus,2021-01-10,27350,875899,3.12
Denmark,2021-01-09,180915,5792203,3.12
Brazil,2020-12-06,6603540,212559409,3.11
Bulgaria,2021-01-26,216416,6948445,3.11
Canada,2021-04-23,1172697,37742157,3.11
"Cape Verde",2021-03-30,17279,555988,3.11
Chile,2020-12-24,594152,19116209,3.11
Colombia,2020-12-26,1584903,50882884,3.11
Germany,2021-03-16,2603064,83783945,3.11
Greece,2021-04-21,323639,10423056,3.11
Argentina,2020-11-27,1407277,45195777,3.11
Armenia,2020-11-01,92254,2963234,3.11
Austria,2020-11-29,279708,9006400,3.11
Azerbaijan,2021-04-27,315119,10139175,3.11
Belize,2021-03-10,12355,397621,3.11
Belize,2021-03-11,12359,397621,3.11
Belize,2021-03-12,12370,397621,3.11
Belize,2021-03-13,12370,397621,3.11
Belize,2021-03-14,12370,397621,3.11
Belize,2021-03-15,12383,397621,3.11
Turkey,2021-02-19,2624019,84339067,3.11
Ukraine,2021-02-23,1358871,43733759,3.11
Uruguay,2021-04-01,108188,3473727,3.11
Jordan,2021-01-20,317405,10203140,3.11
Latvia,2021-01-21,58710,1886202,3.11
Russia,2021-04-05,4538101,145934460,3.11
Hungary,2020-12-19,300022,9660350,3.11
Iran,2021-05-06,2610018,83992953,3.11
Palestine,2021-01-30,158559,5101416,3.11
Panama,2020-11-01,134336,4314768,3.11
Peru,2021-01-08,1026180,32971846,3.11
Peru,2021-01-09,1026180,32971846,3.11
Peru,2021-01-10,1026180,32971846,3.11
Qatar,2020-06-23,89579,2881060,3.11
Romania,2020-12-22,598792,19237682,3.11
Palestine,2021-01-29,158168,5101416,3.10
Panama,2020-10-31,133598,4314768,3.10
Paraguay,2021-04-04,221207,7132530,3.10
Peru,2021-01-06,1022018,32971846,3.10
Peru,2021-01-07,1022018,32971846,3.10
Poland,2020-12-17,1171854,37846605,3.10
Jordan,2021-01-19,316427,10203140,3.10
Kuwait,2020-11-09,132478,4270563,3.10
Netherlands,2020-11-30,531930,17134873,3.10
Oman,2021-03-30,158056,5106622,3.10
Liechtenstein,2020-11-25,1183,38137,3.10
Maldives,2021-02-07,16783,540542,3.10
Russia,2021-04-03,4520879,145934460,3.10
Russia,2021-04-04,4529576,145934460,3.10
Azerbaijan,2021-04-26,313812,10139175,3.10
Bahrain,2020-09-02,52807,1701583,3.10
Belarus,2021-03-05,293103,9449321,3.10
Belize,2021-03-01,12313,397621,3.10
Belize,2021-03-02,12320,397621,3.10
Belize,2021-03-03,12328,397621,3.10
Belize,2021-03-04,12329,397621,3.10
Belize,2021-03-05,12335,397621,3.10
Belize,2021-03-06,12335,397621,3.10
Belize,2021-03-07,12335,397621,3.10
Belize,2021-03-08,12335,397621,3.10
Belize,2021-03-09,12345,397621,3.10
Bolivia,2021-05-27,361580,11673029,3.10
Bulgaria,2021-01-25,215589,6948445,3.10
Georgia,2020-11-27,123470,3989175,3.10
Argentina,2020-11-26,1399431,45195777,3.10
Turkey,2021-02-18,2616600,84339067,3.10
